date,AAPL,AMZN,MSFT,GOOG,XOM,APC,CVX,C,GS,JPM,AET,JNJ,DGX,SPY,XLF,SSO,SDS,USO
2018-06-14,189.4721,1723.86,100.5966,1152.12,80.2406,70.3432,124.0958,64.8403,231.9395,105.8394,187.1205,120.8302,109.2346,274.6302,27.1808,116.2132,36.1414,13.52
2018-06-15,187.5257,1715.97,99.3171,1152.26,79.0354,67.8182,121.6729,65.0167,230.2222,105.712,188.5233,121.0276,109.5989,274.2795,27.1798,115.895,36.2106,13.05
2018-06-18,187.4264,1723.79,100.0412,1173.46,79.1922,68.9569,123.5661,65.4185,229.6961,105.9863,185.9864,119.7542,108.6537,273.7153,27.1303,115.4076,36.3786,13.29
2018-06-19,184.3976,1734.78,100.0412,1168.06,79.0746,68.4024,123.1443,65.4479,226.6485,105.3691,188.3044,120.9881,108.9687,272.6663,27.0611,114.5124,36.6947,13.14
2018-06-20,185.202,1750.08,101.043,1169.84,78.8296,69.4124,122.8991,66.036,226.1522,105.3593,189.2495,120.4649,109.018,273.1314,26.9918,114.9,36.5585,13.28
2018-06-21,184.1692,1730.22,100.3189,1157.66,78.0849,68.7787,120.2506,66.281,225.3184,105.3299,188.1751,119.8826,109.4709,271.4192,26.9126,113.4156,37.0244,13.31
2018-06-22,183.633,1715.67,99.5948,1155.48,79.7409,73.3831,122.7127,65.8596,224.3654,103.6056,189.9359,121.2546,110.3177,271.9141,26.784,113.7742,36.9352,14.02
2018-06-25,180.9021,1663.15,97.5912,1124.81,78.1339,71.1848,120.2702,64.4385,219.9182,102.6651,188.6028,121.0078,111.4008,268.2125,26.4971,110.6858,37.9265,13.77
2018-06-26,183.1464,1691.09,98.2756,1118.46,79.0158,72.3533,121.7906,64.9873,219.9579,102.7336,187.1106,120.7709,110.3275,268.8064,26.408,111.1341,37.7778,14.27
2018-06-27,182.8783,1660.51,96.7481,1103.98,80.0642,73.6009,123.5955,64.1543,218.5681,101.1465,187.8468,120.0405,108.6635,266.5795,26.0815,109.2611,38.4023,14.65
2018-06-28,184.2089,1701.45,97.8293,1114.22,80.319,72.8583,123.262,65.5459,221.7844,102.8022,184.4046,120.4255,108.5256,268.1037,26.3091,110.5563,37.9463,14.86
2018-06-29,183.8217,1699.8,97.8094,1115.65,81.0637,72.5315,124.0173,65.5851,218.9553,102.087,182.5542,119.774,108.25,268.4897,26.3091,110.8751,37.8868,15.06
2018-07-02,185.8773,1713.78,99.1981,1127.46,80.1132,71.7295,121.8789,65.8204,221.6256,102.9492,184.7229,120.0109,108.5158,269.0637,26.4377,111.3931,37.7084,14.96
2018-07-03,182.6399,1693.96,98.2459,1102.89,80.5836,72.7394,122.3498,64.7423,218.7667,101.509,184.2454,121.1263,108.3681,268.1136,26.2002,110.4467,37.9959,14.92
2018-07-05,184.1096,1699.73,98.9501,1124.27,80.6521,71.8681,121.6141,65.2323,219.124,102.169,184.0365,123.3867,109.1066,270.3008,26.2596,112.2798,37.3813,14.78
2018-07-06,186.6618,1710.63,100.3387,1140.17,80.6717,72.9375,121.771,65.8008,220.1663,102.5039,185.2502,124.1271,109.2846,272.5871,26.3882,114.0631,36.7568,14.96
2018-07-09,189.2536,1739.02,101.0231,1154.05,81.2303,74.4426,123.5857,67.5649,226.321,105.6757,186.5435,124.4232,109.5615,275.0416,26.9918,116.1752,36.1025,15.03
2018-07-10,189.0252,1743.07,101.2909,1152.84,81.975,74.7297,125.1552,66.869,225.1893,105.0256,187.2896,125.736,111.7573,276.0313,26.8928,116.9324,35.8547,15.07
2018-07-11,186.5724,1755.0,101.1521,1153.9,80.9265,72.6305,121.1629,66.5554,224.008,104.799,186.5933,124.6107,112.3409,274.0123,26.7642,115.3184,36.3702,14.31
2018-07-12,189.7005,1796.62,103.3441,1183.48,81.0245,72.9672,121.8887,67.1434,225.5566,105.2522,190.0951,126.1111,112.6574,276.4964,26.8137,117.3209,35.7456,14.39
2018-07-13,189.9984,1813.03,104.5741,1188.82,81.632,73.8584,121.6729,65.6635,224.7525,104.7695,190.9009,124.3047,113.6959,276.7142,26.695,117.5003,35.6663,14.47
2018-07-16,189.5813,1822.49,104.0583,1183.86,80.8285,72.1255,120.6332,68.0745,229.7457,108.9264,190.4632,123.0807,113.1322,276.4668,27.1699,117.2811,35.7357,13.94
2018-07-17,190.1175,1843.93,105.0898,1198.8,80.6521,70.7294,119.5836,67.9667,229.3288,108.8476,190.5527,127.4437,112.8156,277.5851,27.1996,118.3172,35.4284,13.95
2018-07-18,189.0748,1842.92,104.2666,1195.88,80.564,70.7987,119.2108,68.4567,229.5472,109.8622,190.3438,126.1506,112.2914,278.1691,27.6349,118.7556,35.3095,14.1
2018-07-19,190.5445,1812.97,103.5524,1186.96,80.3582,70.3828,119.3482,67.6139,227.9489,108.2467,189.0605,124.3146,113.7355,277.12,27.2194,117.8689,35.5771,14.13
2018-07-20,190.1076,1813.7,105.4072,1184.91,79.7605,70.2541,119.9367,67.8393,229.9939,109.6159,186.255,124.2258,113.2113,276.8033,27.2688,117.58,35.6663,14.15
2018-07-23,190.2764,1802.0,107.0934,1205.5,79.7605,70.363,119.0146,68.8095,232.0487,111.655,187.3593,124.9957,113.6366,277.3179,27.6448,117.9984,35.5375,14.09
2018-07-24,191.6567,1829.24,106.786,1248.08,81.338,71.6502,121.4866,69.6524,234.1532,112.443,187.09,127.6905,104.2699,278.7134,27.724,119.0943,35.2203,14.23
2018-07-25,193.4641,1863.61,109.9302,1263.7,81.9064,72.5909,122.5165,70.2894,234.9573,113.4576,188.6461,126.96,106.4855,281.0887,27.7833,121.2662,34.566,14.42
2018-07-26,192.8583,1808.0,108.73,1268.33,82.5433,72.6107,121.5847,69.917,235.3742,113.1325,188.676,128.5986,106.169,280.4256,27.7734,120.5289,34.7742,14.47
2018-07-27,189.6508,1817.27,106.8058,1238.5,80.27,71.6898,123.5661,70.26,235.9003,114.2949,189.1348,129.8522,105.5557,278.5254,27.8328,118.9249,35.25,14.32
2018-07-30,188.5883,1779.22,104.5146,1219.74,80.0936,72.987,125.3906,70.848,237.2007,114.9844,189.1847,130.4642,105.8524,277.0705,27.8526,117.5899,35.6366,14.54
2018-07-31,188.9656,1777.44,105.2188,1217.26,79.8683,72.4325,123.8604,70.456,235.6918,113.231,187.9179,130.8097,106.5448,278.4363,27.6547,118.7357,35.3095,14.28
2018-08-01,200.0976,1797.17,105.4172,1220.01,78.7708,68.8876,122.9972,70.4952,234.312,113.9304,186.3219,130.9281,105.7733,277.9711,27.6547,118.4467,35.3888,14.09
2018-08-02,205.9466,1834.33,106.6967,1226.15,78.3005,68.9866,121.3983,70.407,232.277,114.4131,186.5813,129.5561,107.3361,279.4854,27.6646,119.5626,35.0517,14.36
2018-08-03,206.5424,1823.29,107.1629,1223.71,78.5846,67.5905,121.6827,71.3932,232.3763,115.339,188.257,130.247,107.6526,280.6829,27.8229,120.7182,34.7345,14.27
2018-08-06,207.6149,1847.75,107.2521,1224.77,78.565,67.6103,121.928,71.4031,234.2028,115.3686,188.1373,130.3161,107.1976,281.7122,27.9713,121.585,34.4768,14.31
2018-08-07,205.6685,1862.48,107.9961,1242.22,79.6331,63.9069,122.7912,71.413,236.0889,115.7922,187.7184,129.7634,107.6526,282.6426,28.1,122.2923,34.2587,14.36
2018-08-08,205.8076,1886.52,108.6011,1245.61,79.104,64.511,121.516,71.8864,234.6396,116.0286,193.1448,129.4771,106.891,282.5238,28.1692,122.1828,34.3083,13.9
2018-08-09,207.4262,1898.52,108.7796,1249.1,78.7022,65.412,120.1917,70.9889,232.0686,115.1322,193.2944,129.5067,107.2174,282.1378,28.001,121.854,34.4173,13.88
2018-08-10,206.8084,1886.3,108.1151,1237.61,78.623,66.1646,120.9863,69.2926,227.9291,113.9994,194.0325,129.0625,107.346,280.2475,27.6745,120.1603,34.8931,14.08
2018-08-13,208.1438,1896.2,107.3315,1235.01,77.7716,65.6893,120.1035,68.2077,225.1992,112.1869,194.2221,128.5394,107.2372,279.1984,27.4074,119.2238,35.1608,14.01
2018-08-14,209.0207,1919.65,108.6705,1242.1,77.5242,66.323,120.2408,69.046,227.8795,112.9355,196.4564,127.8287,107.4647,280.9799,27.6646,120.788,34.7147,13.99
2018-08-15,209.509,1882.62,107.197,1214.38,76.1679,61.7285,115.6893,67.7047,227.5717,111.9997,196.7956,128.7467,107.1877,278.8817,27.4469,118.9648,35.2203,13.51
2018-08-16,212.5783,1886.52,107.177,1206.49,77.2173,61.6988,116.5212,68.6022,231.2943,113.0537,197.9726,130.7702,108.345,281.1382,27.813,120.9075,34.6651,13.63
2018-08-17,216.8235,1882.22,107.1173,1200.96,77.4747,61.4414,116.6598,68.7107,231.6715,113.0537,198.3617,132.7345,110.2242,282.1279,27.8724,121.6448,34.4272,13.69
2018-08-20,214.7108,1876.71,106.4104,1207.77,78.0191,61.7087,116.6103,69.5589,234.0539,112.906,199.02,135.1134,110.1253,282.7316,27.9614,122.2326,34.2785,13.76
2018-08-21,214.2923,1883.42,105.5242,1201.62,78.0389,61.9464,116.7985,70.2591,236.9029,113.5955,197.8529,133.6032,109.4231,283.3948,28.0703,122.7207,34.1596,13.83
2018-08-22,214.3023,1904.9,106.5995,1207.33,79.1576,62.9465,117.769,70.1407,237.5879,113.2507,197.2744,132.8727,109.5022,283.2265,27.9713,122.6311,34.1794,14.27
2018-08-23,214.7407,1902.9,107.0974,1205.38,78.2864,62.4712,116.9569,69.835,234.6098,113.0143,196.2071,133.3663,109.5912,282.8504,27.8427,122.2525,34.2686,14.27
2018-08-24,215.4084,1905.39,107.9338,1220.65,78.821,63.0257,117.8581,69.6969,233.3888,112.9651,196.7756,134.1954,109.3044,284.5527,27.9417,123.717,33.8721,14.43
2018-08-27,217.1822,1927.68,109.1286,1241.82,79.5932,63.9168,119.1851,71.3932,240.824,114.9647,197.4041,134.0662,109.1857,286.7994,28.3176,125.6199,33.3666,14.5
2018-08-28,218.9361,1932.82,109.7858,1231.15,79.4744,64.2337,118.6999,71.3834,240.5957,114.4032,198.3617,133.47,109.3637,286.9379,28.288,125.7693,33.3368,14.43
2018-08-29,222.2047,1998.1,111.5382,1249.3,80.0486,64.3525,119.0564,71.5313,240.4264,114.0289,198.7706,134.0066,109.6407,288.4819,28.2781,127.1442,32.9601,14.66
2018-08-30,224.2476,2002.38,111.4685,1239.12,79.7021,63.8178,118.6504,70.476,238.4345,113.4675,199.0699,134.096,108.9285,287.314,28.0604,126.0284,33.2575,14.75
2018-08-31,226.8385,2012.71,111.8469,1218.19,79.3655,63.7683,117.3134,70.2591,236.8509,112.8666,199.7681,133.8377,108.7802,287.3239,28.0307,126.0383,33.2575,14.71
2018-09-04,227.566,2039.51,111.2295,1197.0,79.4843,63.3326,117.7195,70.4169,236.7015,113.428,198.8006,132.8738,108.1372,286.8291,28.1692,125.6697,33.3467,14.58
2018-09-05,226.0812,1994.82,108.0234,1186.48,80.5436,63.7584,117.769,70.19,236.6019,112.8764,201.424,135.0003,108.2559,286.0571,28.189,124.8727,33.545,14.49
2018-09-06,222.3243,1958.31,108.2723,1171.44,79.6526,63.0554,114.1147,69.1446,233.5742,112.3938,202.1122,136.0039,108.5724,285.196,28.0604,124.1653,33.7631,14.3
2018-09-07,220.5305,1952.07,107.7446,1164.83,81.0088,62.9168,113.4908,68.6811,232.9666,112.6105,202.5711,136.451,108.157,284.6418,28.0307,123.6174,33.9316,14.28
2018-09-10,217.5709,1939.01,108.9096,1164.64,80.89,62.5603,113.3719,68.6712,230.9747,112.0096,200.5462,136.3417,107.5339,285.1366,28.001,124.0358,33.7928,14.21
2018-09-11,223.0717,1987.15,110.7616,1177.36,82.0285,62.2024,113.9067,68.474,229.2816,112.7188,201.6833,137.6335,107.1778,286.0769,28.0307,124.9325,33.5351,14.6
2018-09-12,220.3013,1990.0,111.2295,1162.82,82.2958,61.4071,114.6693,69.5391,227.2299,111.389,202.9202,138.4781,106.7228,286.1462,27.7734,124.9723,33.5648,14.78
2018-09-13,225.6228,1989.87,112.4244,1175.33,81.4939,62.0732,115.1743,69.1841,227.4091,111.8224,202.5212,139.0048,106.9899,287.8386,27.7339,126.3372,33.1782,14.49
2018-09-14,223.0617,1970.19,112.8824,1172.53,82.0879,62.6398,116.2439,69.5687,228.3155,111.8027,202.2419,138.6073,107.0097,287.8881,27.9318,126.4069,33.1485,14.5
2018-09-17,217.1224,1908.03,111.6577,1156.05,82.573,63.5942,116.3726,69.904,226.9709,112.1376,204.2568,139.0743,106.4558,286.3639,27.813,125.0321,33.545,14.47
2018-09-18,217.4812,1941.05,112.7231,1161.22,82.7908,64.3696,116.9866,70.3774,227.9669,112.5908,204.9252,139.6507,106.0503,287.9177,27.9515,126.3771,33.1584,14.69
2018-09-19,217.6107,1926.42,111.2196,1171.09,83.7807,64.3795,118.3533,72.7049,234.6299,115.8611,205.1546,139.5712,106.3569,288.2246,28.4265,126.6361,33.1088,14.94
2018-09-20,219.265,1944.3,113.0815,1186.87,83.9688,63.4848,118.2641,73.7602,236.4426,116.856,204.6858,141.0816,106.7525,290.5603,28.6738,128.6087,32.5735,14.8
